,Time [h],0,0.08,0.17,0.25,0.33,0.42,0.5,0.58,0.67,0.75,0.83,0.92,1,1.08,1.17,1.25,1.33,1.42,1.5,1.58,1.67,1.75,1.83,1.92,2,2.08,2.17,2.25,2.33,2.42,2.5,2.58,2.67,2.75,2.83,2.92,3,3.08,3.17,3.25,3.33,3.42,3.5,3.58,3.67,3.75,3.83,3.92,4,4.08,4.17,4.25,4.33,4.42,4.5,4.58,4.67,4.75,4.83,4.92
B01,Sample X9,49324150,50115669,52754067,51651494,49513003,48999210,48668716,48721484,48663162,48649275,48688157,49040869,49132519,49313041,49454681,49649089,49718521,49771289,49896265,50185100,50121223,50021242,50157328,49935147,50076787,49985138,49985138,49865716,49690748,49696303,49668530,49593544,49499117,49304709,49313041,49093637,49138073,48993656,48818688,48840906,48593730,48349331,48288231,47991065,47760552,47607803,47307858,47291195,47146777,47124559,46924596,46794065,46607989,46674643,46613543,46466348,46513562,46508007,46360812,46319154
B02,Sample X9,46371922,46419135,46041428,45894233,45638725,45710933,45560961,45702602,45780365,45763701,45791474,45988660,46091418,46238613,46235836,46433021,46399694,46394140,46494121,46713525,46732965,46710747,46935705,46735743,46896824,46919042,47032910,47099564,46999582,47030132,47171773,47144000,47188436,47205100,47241204,47116227,47268977,47307858,47385622,47455053,47443944,47321745,47349517,47360626,47430058,47366181,47368958,47516153,47443944,47557812,47577253,47488380,47410617,47602248,47546703,47463385,47616134,47607803,47546703,47563366
B03,Sample X9,51134924,50601690,49871270,48940888,48291009,48016060,47657793,47543926,48113264,48010505,47929965,47946628,47921633,47943851,47907747,47918856,47882751,47810543,47760552,47968846,47977178,47907747,48004951,47832761,47966069,47960515,48088269,48013283,47902192,47963292,48071605,47938297,48029946,47918856,47902192,47868865,47952183,47977178,48054942,48121596,48082714,48024392,47996619,47966069,47941074,48029946,47949406,48066051,48002174,48185473,48138259,48096600,47996619,48227132,48121596,48046610,48143814,48168809,48177141,48160477
B04,Sample X10,51662603,50104560,49121410,48665939,48224354,48132705,47788325,47893860,47724448,47532817,47505044,47591139,47541148,47532817,47518930,47563366,47635575,47524485,47571698,47735557,47691120,47727225,47766106,47652239,47832761,47702229,47885529,47816097,47757775,47752220,47871642,47857756,47954960,47860533,47896638,47846647,47904969,47924410,48029946,48027169,48057719,47929965,48004951,47918856,47963292,48035501,47902192,48018837,47960515,48077160,48066051,48004951,47913301,48088269,47993842,47896638,48082714,47974401,47985510,47985510
B05,Sample X10,40576248,40298252,40217088,40323934,40366673,40663490,40669567,40832287,40937957,40950504,41074798,41420039,41490028,41588052,41624125,41750184,41790569,41792138,41759398,41994067,42011908,41953485,42064645,41995048,42139535,42107187,42161296,42137378,42125615,42136594,42221679,42209720,42319899,42166590,42267358,42173647,42293825,42271671,42335779,42415374,42359305,42273436,42343621,42272259,42332054,42310881,42269123,42327349,42383223,42402827,42388908,42310097,42250890,42419687,42337151,42312449,44766665,42347150,42304215,42328329
B06,Sample X10,46263608,43117030,42938038,42979404,42896084,42972151,42853346,42910592,42992932,42881577,42865108,43015281,43085859,43135067,43176629,43289944,43265242,43270144,43190352,45827578,43264850,45666497,43225053,43147810,45683161,43192313,45694270,45594289,43114089,45430430,45788697,45860906,46030318,45966441,43477170,45847019,45899787,45927560,46016432,43646556,45994214,45941446,46041428,45991437,43527751,45974773,43481875,46041428,43546963,46058091,46033096,45919228,45844242,46005323,45958110,45891455,46066423,45960887,45985882,45941446
B07,Sample X11,48424317,45802583,43451684,42902554,42466739,42340876,45086050,45097159,42709054,44955519,44969405,44999955,42619264,42633968,45011064,45183254,45066609,42632203,44969405,45166590,45077718,45033282,45099936,42593386,45041614,44980514,45055500,44974959,42530455,44897196,44938855,44919414,44949964,44858314,42539473,44827765,44855537,44872201,44919414,42594758,44944410,44836096,42539669,44783328,44816656,44763888,44736115,42500067,44802769,42537904,44797215,44772219,42343229,42465563,42436352,42336367,42417923,42422628,42404200,42380086
B08,Sample X11,54434309,53692781,52045865,51090487,50276750,50037906,49488008,49310263,48993656,48724261,48535408,48490971,48318781,48241018,48146591,48132705,48035501,47924410,47777215,47882751,47741111,47621689,47638352,47457830,47555035,47482826,47510598,47485603,47391176,47280086,47366181,47282863,47332854,47263422,47288418,47105118,47188436,47149555,47132891,47166218,47202322,47013469,47096787,47010692,46913487,46980142,46910710,46969033,46944037,46999582,46946815,46832947,46760738,46957924,46860719,46777402,46852388,46810729,46727411,46727411
B09,Sample X11,42836485,42767477,42605737,42652004,42406748,42562606,42427529,42583976,42574369,42488892,42485560,42639457,42686509,42691018,42744931,42810803,45238799,42791787,42781200,42985874,42887262,42871382,42928628,42818841,42945684,42878048,42989599,42911572,42857071,45249908,42950585,42851777,45360999,42877852,45299899,42850993,42896280,42867853,42923923,45344335,42930589,42817077,45308231,42838446,42859815,42819821,42789826,45244354,42799628,42860991,42785905,42761007,42681215,42839622,42743559,42662591,45102713,42727091,42673766,42658670
B10,Sample X12,50146219,50068456,50893302,51401541,51090487,51290450,51065492,51026610,50796098,50515595,50296191,50276750,49960142,49826834,49679639,49574103,49446349,49235277,49154737,49143628,48951997,48777029,48760366,48440981,48529853,48327113,48349331,48096600,47893860,47952183,47863311,47674457,47732779,47502267,47530039,47310636,47321745,47271754,47207877,47235650,47088455,46905156,46877383,46794065,46677420,46621875,46527448,46502453,46374699,46405249,46321931,46191400,46038650,46194177,46008100,45941446,46008100,45852574,45808138,45733152
B11,Sample X12,49351922,48327113,47671680,47232872,46857942,46666311,46394140,46430244,46313599,46171959,46169182,46299713,46124745,46188622,46196954,46185845,46169182,46069200,46074755,46185845,46141409,46049759,46133077,45935892,46058091,45991437,46071977,45963664,45913674,45866460,45880346,45833133,45902564,45799806,45755370,45688715,45805360,45752592,45702602,45760924,45719265,45647056,45622061,45597066,43192117,45499862,45502639,45547075,45549852,45552630,45516525,45388771,45272126,45530412,43008616,45316562,45355444,45291567,45261017,45269349
B12,Sample X12,50640571,49385249,48535408,47854979,47621689,47557812,47410617,47557812,47513376,47332854,47257868,47346740,47296749,47271754,47293972,47291195,47099564,46991251,46982919,47096787,47099564,46949592,46874606,46766293,46841279,46710747,46738520,46710747,46596880,46480235,46563553,46446908,46446908,46285826,46291381,46235836,46233059,46194177,43764577,46177513,46060868,46058091,45955332,45905342,45891455,43430315,43345230,45741483,45733152,43349151,43282887,43171728,43109580,45574848,45508193,45430430,43058216,43002734,45288790,42918630
B13,Sample X13,54245456,53101224,51795912,51001615,50215650,49871270,49368586,49232500,49101969,48821465,48588176,48582621,48543739,48477085,48352108,48327113,48199359,48088269,47985510,48032723,48021614,47802211,47877197,47677234,47652239,47541148,47549480,47546703,47382844,47338408,47255090,47241204,47221763,47060682,47013469,46927374,46996805,46891269,46882938,46955146,46802397,46644093,46632984,46557998,46527448,46433021,46349703,46433021,46258054,46396917,46241390,46102527,46016432,46094195,46024764,45899787,45963664,45852574,45724820,45699824
B14,Sample X13,41275159,41302018,41398081,41630790,41571976,41800372,41706661,41899180,41943487,41914080,41986421,42109147,42085426,42164433,42218738,42255007,42327545,42298922,42249126,42415963,42415963,42424589,42469876,42323820,42395966,42359697,42497715,42367343,42330094,42353227,42349698,42331466,42394593,42296765,42393613,42276572,42380086,42346366,42356168,42452820,42376949,42300490,42326957,42279121,42322056,42283042,42198741,42276768,42260300,42301471,42247361,42187567,42119538,42257360,42180313,42121695,42168746,42151886,42104050,42093072
B15,Sample X13,37823930,37632196,37528486,37631607,37589457,37769625,37832361,37901762,38035074,37999393,38062129,38272488,38336988,38405997,38468732,38527939,38559110,38594203,38613808,38746336,38801034,38779468,38890235,38876708,38919055,38900234,39106084,39060013,39013746,39105300,39133335,39159017,39289585,39232339,39301348,39275078,39358594,39331540,39441130,39511512,39497788,39477987,39543271,39504062,39603654,39556799,39633257,39661292,39663253,39752651,39688151,39704423,39651882,39798330,39804995,39746769,39824208,39841656,39787939,39818131
B16,Sample X14,55403573,54725922,53681672,53142883,52629090,52581876,52179174,52273601,52115297,51868120,51809798,51940329,51759807,51695930,51670935,51540404,51337664,51123815,51001615,50946070,50901634,50640571,50671121,50479490,50418390,50154551,50187878,50024019,49846275,49796284,49771289,49568549,49612985,49432463,49415799,49246386,49260273,49215837,49182509,49185287,48985324,48790916,48757588,48627057,48571512,48465976,48368772,48446535,48282677,48238241,48160477,47971624,47874420,47963292,47802211,47638352,47766106,47549480,47468940,47466162
B17,Sample X14,46296935,45810915,43140360,45569293,43065273,43285631,45727597,45944223,43485992,43395810,45877569,43591074,46044205,46188622,46280272,43803786,46208063,46224727,46355258,44070804,46491344,46458017,46469126,46402471,43947882,46349703,46396917,46252499,46180291,43628911,46066423,45880346,45980328,43386400,43405809,43250343,43272888,43232306,43229170,45622061,43134478,42980385,43033710,42925099,42937842,42883145,42769241,42785513,42749244,42805314,42725914,42597111,42550059,42588485,42623773,42463014,42569860,42448114,42367539,42326957
B18,Sample X14,46252499,43284847,43170355,43169571,43192901,45991437,43578919,46377476,46663534,46638539,46727411,47277309,47427281,47510598,47643907,47538371,44854800,47249536,47227318,44677572,47335631,47105118,47107896,46852388,44299004,44261754,44318216,46769070,46577439,46574662,46533003,46469126,46505230,43856327,43862405,46158072,46288604,43771046,43762028,46299713,46144186,46105305,43654594,43578919,46044205,43569313,43507754,45974773,45944223,45985882,43441686,45849797,43272104,43387184,43356405,43251715,43329742,43281318,43184667,43205840
B19,Sample X15,50751662,50473936,49851829,49507449,49118632,49207505,49013096,49001987,48946442,48793693,48615948,48560403,48488194,48499303,48463199,48557626,48399322,48271568,48213245,48327113,48274345,48266013,48382658,48077160,48146591,48027169,45502346,47996619,47943851,47935519,47863311,47738334,47877197,47691120,47566144,47366181,47438390,47380067,47446721,47552257,47557812,47393953,47382844,47405063,47371735,47338408,47291195,47305081,47221763,47274531,47163441,47019023,47035687,47107896,47024578,46921819,46985696,46857942,46763515,46760738
B20,Sample X15,53345623,53048456,52323591,51987543,51529295,51551513,51276564,51301559,51087710,50773880,50607244,50404504,50148996,49971251,49768511,49576880,49429686,49282491,49060310,49121410,48993656,48804802,48771475,48602062,48518744,48457644,48424317,48307672,48146591,48071605,48146591,47924410,47966069,47860533,47796656,47699452,47760552,47657793,47693898,47743888,47605025,47468940,47430058,47377290,47368958,47299527,47188436,47302304,47132891,47193991,47069014,46941260,46841279,47010692,46885715,46713525,46816283,46760738,46635761,46582993
B21,Sample X15,40216892,40390591,40434309,40555075,40511356,40710541,40763670,40974422,41085777,41036569,41200073,41393964,41409648,41490420,41501987,41663138,41602167,41710974,41732735,41912119,41891730,41880555,41994263,41950741,42030532,41969757,42114637,42070134,41991323,42051509,42101894,42087778,42151690,42076603,42119146,42072879,42186978,42140123,42158944,42287551,42208152,42213641,42192664,42195409,42199526,42216778,42179921,42279317,42260693,42335975,42276768,42233442,42185802,42320291,42319507,42252262,42297157,42318331,42205603,42251870
B22,Sample X16,43489325,42851973,43083506,43090172,42923139,43091348,42973131,43145261,43138399,43073311,43189176,43275045,43345622,43424237,45833133,43537161,46110859,43744384,43739483,46446908,43899654,43926904,46502453,46374699,46527448,46452462,44104132,44076293,46552443,44068059,44107073,44067079,46732965,46588548,44114914,43985131,44154516,46663534,46657979,44227446,44180394,44096094,44157065,46588548,46663534,44148831,46663534,46680197,44109425,46752406,44164515,46677420,46533003,46744074,44184904,46566330,46705193,44116091,46563553,46546889
B23,Sample X16,47871642,46788511,44411731,49440795,49935147,50268418,50212873,50260087,50157328,50029574,49929593,49999024,49999024,50121223,49971251,49879602,49551885,46492388,49185287,49224168,49279714,49001987,48913115,48832575,48913115,48882565,46204982,48821465,45993250,48743702,48727039,45874249,48674271,48521521,48524299,48274345,45696630,48371549,48390990,48490971,48252127,45432357,45447649,47899415,47791102,44939296,47435612,47380067,44648361,47343963,47193991,44504462,46913487,47074568,47032910,44306649,46980142,44287045,44196862,46721856
B24,Sample X16,44102759,53209537,56475596,46677262,45419418,45157498,44882442,45018108,45011638,44936552,44990857,44937728,44980270,45019088,45190434,45029086,44884795,44719722,44610916,44682081,47238427,47182882,47066237,44244698,44324098,44243130,46874606,46696861,46530225,46544112,46560775,46408026,44039632,43938471,46396917,46221949,46344149,46308045,46208063,46241390,46146963,46130300,46199731,46194177,46174736,46238613,46180291,46196954,46160850,46252499,46205286,46119191,46116414,46308045,46277495,46135854,46185845,46099750,45963664,45922005
C01,Sample X17,54606500,55134179,49729630,54675931,55025866,55114738,54723144,54584281,54309333,53870525,53523368,53370619,53009575,52676303,52251382,52104188,51576508,51282118,51104374,51118260,50765548,50348959,49929593,49365809,49271382,49107523,48976992,48746479,48582621,48527076,48413208,48063273,48032723,47638352,47607803,47485603,47613357,47488380,47455053,47524485,47430058,47268977,47124559,46988473,46871828,46696861,46627430,46571884,46499676,46438576,46346926,46205286,46116414,46224727,46133077,46010878,46113636,46066423,45966441,45971996
C02,Sample X17,47852201,45355444,46682975,47616134,47702229,48002174,47935519,47963292,48124373,47949406,47993842,48099378,48052164,48135482,48096600,48146591,48102155,47999396,48016060,48135482,48046610,47949406,47999396,47843870,47949406,47918856,47921633,47854979,47738334,47749443,47813320,47724448,47799434,47552257,47585584,47488380,47541148,47513376,47543926,47627243,47566144,47410617,47443944,47371735,47355072,47360626,47243981,47388399,47302304,47407840,47338408,47277309,47182882,47291195,47238427,47221763,47227318,47241204,47202322,47168995
C03,Sample X17,49224168,48482640,47341186,47352295,46805174,46702416,46344149,46388585,46610766,46544112,46552443,46671866,46588548,46638539,46535780,46619098,46585771,46519116,46491344,46699638,46657979,46582993,46582993,46485789,46616320,46585771,46627430,46560775,46430244,46449685,46541334,46469126,46494121,46408026,46444130,46416358,46424689,46427467,46483012,46585771,46544112,46380253,46405249,46427467,46371922,46371922,46305267,46383031,46380253,46402471,46399694,46341372,46258054,46383031,46349703,46260831,46355258,46341372,46308045,46305267
C04,Sample X18,53242865,51659826,50657235,50173991,49801839,49740739,49399136,49318595,49385249,49071419,49004765,49057533,49057533,48927001,48852015,48882565,48788138,48707598,48649275,48810356,48688157,48679825,48654830,48435426,48563180,48477085,48540962,48538185,48324336,48382658,48438204,48293786,48346554,48235463,48199359,48141037,48196582,48182696,48235463,48296563,48296563,48129928,48096600,48085491,48074382,48035501,47952183,48132705,48066051,48124373,48018837,47968846,47902192,47996619,47968846,47952183,48024392,47996619,47885529,47949406
C05,Sample X18,59300070,58594646,57891999,56642232,56247861,56206202,55784058,54698149,54017720,53462268,53076229,52962361,52620758,52473563,52276378,52190283,51998652,51901448,51748698,51815353,51723703,51598726,51643162,51418204,51487636,51368214,51437645,51309891,51140478,51268232,51334886,51212687,51337664,51084933,51190469,51071047,51073824,51176583,51154364,51237682,51176583,51040497,51046051,51015501,51023833,51043274,50940515,51109928,51048829,51154364,51018279,50979397,50854420,51068269,51009947,50896079,51032165,51004392,50954402,50904411
